id,neighbourhood,LAT_LONG
11901,Financial District,"40.70825, -74.01403"
11902,Tribeca,"40.71893, -74.0033"
11903,East Village,"40.72345, -73.98152"
11904,Upper East Side,"40.77421, -73.95544"
11905,Theater District,"40.76084, -73.98367"
11906,Harlem,"40.81678, -73.94246"
11907,Harlem,"40.82776, -73.94701"
11908,Chelsea,"40.75114, -74.00195"
11909,Hell's Kitchen,"40.7661, -73.98843"
11910,Chinatown,"40.71513, -73.99791"
11911,Harlem,"40.81798, -73.94157"
11912,East Village,"40.72541, -73.98398"
11913,Upper West Side,"40.78085, -73.97508"
11914,Hell's Kitchen,"40.76769, -73.988"
11915,East Village,"40.73284, -73.9865"
11916,Midtown,"40.76039, -73.96504"
11917,Hell's Kitchen,"40.75654, -73.99425"
11918,Washington Heights,"40.85244, -73.9405"
11919,Hell's Kitchen,"40.76911, -73.99248"
11920,Harlem,"40.80497, -73.95016"
11921,East Village,"40.7307, -73.98299"
11922,Inwood,"40.86857, -73.91577"
11923,Midtown,"40.75815, -73.96489"
11924,Hell's Kitchen,"40.76131, -73.99362"
11925,Greenwich Village,"40.72871, -74.00149"
11926,Upper West Side,"40.80304, -73.96582"
11927,East Village,"40.72522, -73.98205"
11928,Hell's Kitchen,"40.7619, -73.99896"
11929,East Harlem,"40.79588, -73.93646"
11930,East Village,"40.72908, -73.9797"
11931,East Harlem,"40.79428, -73.94433"
11932,Theater District,"40.76246, -73.98396"
11933,Chelsea,"40.73934, -73.99737"
11934,East Village,"40.72414, -73.9801"
11935,Washington Heights,"40.84684, -73.93252"
11936,East Harlem,"40.79938, -73.94698"
11937,Upper West Side,"40.76836, -73.98419"
11938,West Village,"40.73128, -74.00475"
11939,Upper East Side,"40.76339, -73.95832"
11940,Greenwich Village,"40.7311, -73.99913"
11941,Lower East Side,"40.71257, -73.98671"
11942,NoHo,"40.72764, -73.993"
11943,Harlem,"40.8251, -73.94287"
11944,Midtown,"40.75958, -73.96231"
11945,East Village,"40.72149, -73.98273"
11946,East Harlem,"40.7992, -73.93879"
11947,Chelsea,"40.74695, -74.00454"
11948,East Harlem,"40.79711, -73.93255"
11949,Hell's Kitchen,"40.7671, -73.98744"
11950,Chelsea,"40.74407, -73.99366"
11951,Greenwich Village,"40.73305, -73.99373"
11952,East Village,"40.72097, -73.97769"
11953,Upper East Side,"40.7802, -73.94652"
11954,East Village,"40.72705, -73.98787"
11955,Upper East Side,"40.77222, -73.95544"
11956,Midtown,"40.75284, -73.97088"
11957,East Harlem,"40.79329, -73.94725"
11958,West Village,"40.73589, -74.00304"
11959,Kips Bay,"40.74125, -73.98125"
11960,Upper West Side,"40.78478, -73.97668"
11961,Washington Heights,"40.83779, -73.94328"
11962,Upper West Side,"40.77497, -73.98788"
11963,East Harlem,"40.78704, -73.94209"
11964,Harlem,"40.80609, -73.9484"
11965,Harlem,"40.82714, -73.93888"
11966,Greenwich Village,"40.73127, -73.99939"
11967,Hell's Kitchen,"40.76343, -73.99134"
11968,Upper East Side,"40.76574, -73.95875"
11969,Upper East Side,"40.7664, -73.95854"
11970,East Village,"40.7275, -73.98838"
11971,Washington Heights,"40.83784, -73.94081"
11972,East Harlem,"40.79368, -73.93492"
11973,Upper West Side,"40.78857, -73.97072"
11974,Harlem,"40.80819, -73.94729"
11975,Roosevelt Island,"40.76175, -73.95012"
11976,West Village,"40.73491, -74.00578"
11977,Upper West Side,"40.78671, -73.97825"
11978,West Village,"40.73539, -74.00818"
11979,East Village,"40.73337, -73.98828"
11980,SoHo,"40.72393, -74.00446"
11981,East Harlem,"40.7929, -73.94108"
11982,East Harlem,"40.79468, -73.94194"
11983,East Harlem,"40.7862, -73.94413"
11984,Hell's Kitchen,"40.76189, -73.98991"
11985,East Village,"40.7241, -73.97899"
11986,Harlem,"40.80682, -73.95196"
11987,Harlem,"40.80829, -73.9426"
11988,SoHo,"40.71988, -74.00062"
11989,SoHo,"40.7205, -73.9986"
11990,Kips Bay,"40.7401, -73.98123"
11991,Midtown,"40.75695, -73.97988"
11992,Upper West Side,"40.8015, -73.96605"
11993,Hell's Kitchen,"40.75732, -73.99312"
11994,Harlem,"40.8178, -73.93774"
11995,West Village,"40.73988, -74.00356"
11996,East Village,"40.73004, -73.98225"
11997,Chelsea,"40.74483, -73.99649"
11998,Murray Hill,"40.74792, -73.97614"
11999,Chelsea,"40.74973, -73.99515"
12000,Washington Heights,"40.83734, -73.94506"
12001,Washington Heights,"40.85488, -73.93194"
12002,East Village,"40.72539, -73.97963"
12003,Upper West Side,"40.77727, -73.98355"
12004,Lower East Side,"40.71762, -73.98334"
12005,Little Italy,"40.71978, -73.99681"
12006,East Harlem,"40.79853, -73.93772"
12007,Upper West Side,"40.78838, -73.97892"
12008,Hell's Kitchen,"40.75993, -73.99089"
12009,Midtown,"40.7525, -73.96492"
12010,West Village,"40.73331, -74.00471"
12011,Midtown,"40.75861, -73.96939"
12012,Two Bridges,"40.71166, -73.9972"
12013,Upper East Side,"40.77712, -73.95164"
12014,Lower East Side,"40.71341, -73.98981"
12015,East Village,"40.72266, -73.98337"
12016,Murray Hill,"40.74628, -73.97899"
12017,East Village,"40.7233, -73.97882"
12018,Inwood,"40.86711, -73.92742"
12019,Midtown,"40.76546, -73.9806"
12020,East Village,"40.72255, -73.97813"
12021,Harlem,"40.82011, -73.94434"
12022,Chinatown,"40.71744, -73.99718"
12023,Morningside Heights,"40.81508, -73.95935"
12024,Harlem,"40.81121, -73.94124"
12025,Hell's Kitchen,"40.76494, -73.9881"
12026,Upper West Side,"40.77885, -73.98178"
12027,West Village,"40.7332, -74.00281"
12028,SoHo,"40.71953, -74.00064"
12029,Hell's Kitchen,"40.76326, -73.99018"
12030,Hell's Kitchen,"40.75759, -73.99006"
12031,Upper West Side,"40.7824, -73.98294"
12032,Washington Heights,"40.85516, -73.93717"
12033,Lower East Side,"40.71401, -73.98917"
12034,Midtown,"40.7604, -73.96451"
12035,Harlem,"40.8089, -73.94349"
12036,Upper East Side,"40.76996, -73.95771"
12037,East Village,"40.7253, -73.98861"
12038,SoHo,"40.72057, -73.99976"
12039,Harlem,"40.82233, -73.94687"
12040,Lower East Side,"40.71876, -73.98851"
12041,Harlem,"40.83082, -73.94677"
12042,Little Italy,"40.71839, -73.99729"
12043,Upper West Side,"40.80158, -73.96182"
12044,West Village,"40.73107, -74.00163"
12045,Lower East Side,"40.71325, -73.99009"
12046,West Village,"40.73405, -74.00789"
12047,East Village,"40.72304, -73.97696"
12048,Upper East Side,"40.7681, -73.96018"
12049,Murray Hill,"40.74604, -73.97228"
12050,Financial District,"40.70956, -74.01341"
12051,Financial District,"40.707, -74.00642"
12052,East Village,"40.73058, -73.99002"
12053,Harlem,"40.81758, -73.94008"
12054,Harlem,"40.8235, -73.95391"
12055,East Harlem,"40.78617, -73.94421"
12056,Greenwich Village,"40.72617, -73.99658"
12057,East Village,"40.72361, -73.98775"
12058,Theater District,"40.75936, -73.98752"
12059,East Village,"40.72687, -73.97995"
12060,Harlem,"40.80677, -73.94977"
12061,Kips Bay,"40.74205, -73.97828"
12062,Midtown,"40.74501, -73.98319"
12063,Lower East Side,"40.71251, -73.9889"
12064,Upper West Side,"40.78911, -73.97396"
12065,Murray Hill,"40.74807, -73.98091"
12066,Hell's Kitchen,"40.76926, -73.98796"
12067,Midtown,"40.75324, -73.97217"
12068,Morningside Heights,"40.81052, -73.95973"
12069,East Village,"40.72345, -73.98407"
12070,Washington Heights,"40.83771, -73.94638"
12071,Kips Bay,"40.74381, -73.98016"
12072,NoHo,"40.72631, -73.99387"
12073,Midtown,"40.75861, -73.96359"
12074,Midtown,"40.76239, -73.97444"
12075,East Harlem,"40.80296, -73.94399"
12076,Upper West Side,"40.79229, -73.97308"
12077,Washington Heights,"40.8349, -73.94829"
12078,Upper East Side,"40.78034, -73.94861"
12079,Hell's Kitchen,"40.75483, -73.99689"
12080,Chelsea,"40.74569, -73.99687"
12081,Upper West Side,"40.78023, -73.97884"
12082,Washington Heights,"40.83547, -73.94207"
12083,Gramercy,"40.73389, -73.98724"
12084,Murray Hill,"40.74965, -73.97566"
12085,Harlem,"40.80138, -73.95107"
12086,Hell's Kitchen,"40.76437, -73.99044"
12087,Lower East Side,"40.71728, -73.99085"
12088,Midtown,"40.75518, -73.96306"
12089,Upper East Side,"40.7861, -73.95434"
12090,Hell's Kitchen,"40.76097, -74.00026"
12091,East Village,"40.72316, -73.98703"
12092,Lower East Side,"40.7191, -73.98431"
12093,Hell's Kitchen,"40.75655, -73.99535"
12094,Gramercy,"40.7364, -73.98436"
12095,East Harlem,"40.79614, -73.93787"
12096,Lower East Side,"40.71955, -73.9861"
12097,Civic Center,"40.71301, -74.00481"
12098,Midtown,"40.74911, -73.98202"
12099,East Village,"40.7252, -73.98261"
12100,Kips Bay,"40.74221, -73.97997"
12101,Financial District,"40.70537, -74.00992"
12102,Financial District,"40.70727, -74.01072"
12103,Harlem,"40.80761, -73.94249"
12104,Hell's Kitchen,"40.76356, -73.98772"
12105,Lower East Side,"40.71989, -73.98557"
12106,Upper East Side,"40.77574, -73.95324"
12107,Upper West Side,"40.80109, -73.96128"
12108,Lower East Side,"40.71248, -73.98662"
12109,East Harlem,"40.79802, -73.94003"
12110,Two Bridges,"40.71098, -73.99296"
12111,East Village,"40.73273, -73.98969"
12112,Harlem,"40.82315, -73.93726"
12113,Midtown,"40.75569, -73.98154"
12114,Murray Hill,"40.74583, -73.97834"
12115,Upper East Side,"40.76209, -73.96181"
12116,Washington Heights,"40.85322, -73.93563"
12117,Kips Bay,"40.74483, -73.97956"
12118,Tribeca,"40.71479, -74.00621"
12119,Upper East Side,"40.77029, -73.95812"
12120,Hell's Kitchen,"40.76602, -73.98795"
12121,Upper East Side,"40.76451, -73.96249"
12122,West Village,"40.73571, -74.00341"
12123,Financial District,"40.70802, -74.00642"
12124,East Harlem,"40.79424, -73.9429"
12125,Greenwich Village,"40.72938, -74.00027"
12126,Upper East Side,"40.76675, -73.95428"
12127,Theater District,"40.75885, -73.98147"
12128,East Harlem,"40.79805, -73.93943"
12129,Tribeca,"40.7181, -74.00984"
12130,Upper West Side,"40.79492, -73.96816"
12131,East Village,"40.73325, -73.98789"
12132,East Village,"40.72712, -73.98705"
12133,Chelsea,"40.7408, -74.00127"
12134,Chelsea,"40.74583, -74.00451"
12135,Upper West Side,"40.77905, -73.97939"
12136,East Harlem,"40.78763, -73.95111"
12137,East Harlem,"40.80999, -73.93946"
12138,Lower East Side,"40.72005, -73.98649"
12139,East Village,"40.72704, -73.98783"
12140,Chelsea,"40.74016, -73.99902"
12141,Upper East Side,"40.77636, -73.95099"
12142,Lower East Side,"40.72153, -73.98765"
12143,East Harlem,"40.79536, -73.94197"
12144,West Village,"40.73571, -74.0078"
12145,East Village,"40.73138, -73.98807"
12146,Financial District,"40.7041, -74.0155"
12147,Harlem,"40.80119, -73.95749"
12148,Nolita,"40.7232, -73.9946"
12149,Theater District,"40.75731, -73.98479"
12150,Lower East Side,"40.7189, -73.99182"
12151,East Village,"40.73117, -73.98335"
12152,Upper East Side,"40.77737, -73.95032"
12153,Washington Heights,"40.84695, -73.93593"
12154,Chinatown,"40.71538, -73.99004"
12155,East Village,"40.72574, -73.98272"
12156,East Harlem,"40.79269, -73.94218"
12157,Washington Heights,"40.85432, -73.93198"
12158,Greenwich Village,"40.72835, -74.00159"
12159,Financial District,"40.70583, -74.00545"
12160,Inwood,"40.86184, -73.92757"
12161,Hell's Kitchen,"40.76262, -73.98677"
12162,Harlem,"40.82167, -73.95006"
12163,Upper East Side,"40.77116, -73.95776"
12164,Upper East Side,"40.76891, -73.95289"
12165,West Village,"40.73245, -74.00275"
12166,West Village,"40.73836, -74.00128"
12167,East Village,"40.7286, -73.98334"
12168,Midtown,"40.75638, -73.9675"
12169,Washington Heights,"40.84915, -73.93848"
12170,East Village,"40.72406, -73.98275"
12171,Upper West Side,"40.80301, -73.96644"
12172,Chinatown,"40.71527, -73.99841"
12173,East Village,"40.73271, -73.98638"
12174,Hell's Kitchen,"40.76926, -73.98746"
12175,Upper East Side,"40.76956, -73.95835"
12176,East Harlem,"40.80608, -73.93718"
12177,Chinatown,"40.71426, -73.99175"
12178,Upper East Side,"40.77456, -73.95323"
12179,Upper East Side,"40.76769, -73.9585"
12180,Harlem,"40.8085, -73.94113"
12181,Washington Heights,"40.8352, -73.94045"
12182,East Village,"40.72705, -73.9846"
12183,Midtown,"40.75765, -73.96466"
12184,Financial District,"40.7069, -74.0092"
12185,Midtown,"40.74515, -73.9813"
12186,Upper West Side,"40.79532, -73.96344"
12187,Hell's Kitchen,"40.76544, -73.98651"
12188,West Village,"40.73444, -74.00365"
12189,Financial District,"40.70937, -74.00531"
12190,Theater District,"40.75827, -73.98825"
12191,Upper West Side,"40.79749, -73.96307"
12192,Lower East Side,"40.71909, -73.98473"
12193,Upper West Side,"40.803, -73.96459"
12194,Chelsea,"40.74978, -73.99686"
12195,Inwood,"40.86176, -73.93082"
12196,Theater District,"40.75977, -73.98245"
12197,Upper West Side,"40.77504, -73.9896"
12198,Gramercy,"40.73427, -73.98456"
12199,East Harlem,"40.79387, -73.94202"
12200,Harlem,"40.8153, -73.9508"
12201,Upper East Side,"40.77066, -73.94993"
12202,East Village,"40.72185, -73.98246"
12203,Hell's Kitchen,"40.76495, -73.9853"
12204,Financial District,"40.71078, -74.00995"
12205,Hell's Kitchen,"40.76248, -73.9913"
12206,West Village,"40.73084, -74.00431"
12207,Hell's Kitchen,"40.76274, -73.99118"
12208,Greenwich Village,"40.73233, -73.99678"
12209,Inwood,"40.86836, -73.92827"
12210,Chelsea,"40.75028, -73.99533"
12211,Kips Bay,"40.74002, -73.97914"
12212,Inwood,"40.85988, -73.92703"
12213,Washington Heights,"40.84545, -73.94172"
12214,Harlem,"40.80184, -73.95591"
12215,Upper West Side,"40.79895, -73.95949"
12216,East Village,"40.72682, -73.97845"
12217,Washington Heights,"40.8564, -73.92703"
12218,Upper West Side,"40.7824, -73.98215"
12219,Upper East Side,"40.76805, -73.96765"
12220,Upper East Side,"40.76719, -73.95303"
12221,Inwood,"40.86319, -73.92672"
12222,Hell's Kitchen,"40.76236, -73.99255"
12223,Gramercy,"40.73536, -73.98433"
12224,Gramercy,"40.73275, -73.98242"
12225,Upper East Side,"40.78021, -73.95044"
12226,East Harlem,"40.80219, -73.94383"
12227,Hell's Kitchen,"40.76978, -73.98936"
12228,Harlem,"40.82931, -73.94801"
12229,East Village,"40.72725, -73.98549"
12230,Upper East Side,"40.76212, -73.96358"
12231,Harlem,"40.81279, -73.95208"
12232,NoHo,"40.72626, -73.99316"
12233,East Village,"40.7229, -73.98698"
12234,Financial District,"40.70427, -74.01533"
12235,Midtown,"40.75061, -73.97233"
12236,Harlem,"40.81446, -73.9379"
12237,Gramercy,"40.73293, -73.9836"
12238,Two Bridges,"40.71261, -73.99506"
12239,Flatiron District,"40.74158, -73.98593"
12240,Chinatown,"40.71353, -73.99632"
12241,Lower East Side,"40.7191, -73.98812"
12242,Upper West Side,"40.77727, -73.98453"
12243,Tribeca,"40.71878, -74.00491"
12244,Lower East Side,"40.71868, -73.99017"
12245,East Village,"40.72745, -73.98537"
12246,Chelsea,"40.74079, -74.00383"
12247,Lower East Side,"40.71829, -73.989"
12248,Harlem,"40.82889, -73.94599"
12249,Hell's Kitchen,"40.7619, -73.995"
12250,Financial District,"40.70947, -74.01329"
12251,Harlem,"40.81475, -73.94867"
12252,Washington Heights,"40.85547, -73.92912"
12253,Greenwich Village,"40.72964, -73.99946"
12254,Midtown,"40.75341, -73.98504"
12255,Roosevelt Island,"40.75592, -73.95515"
12256,Harlem,"40.82277, -73.9555"
12257,Hell's Kitchen,"40.7665, -73.98675"
12258,Hell's Kitchen,"40.76438, -73.98955"
12259,Harlem,"40.80099, -73.95105"
12260,Theater District,"40.75607, -73.98593"
12261,Washington Heights,"40.83791, -73.94075"
12262,Midtown,"40.75425, -73.98312"
12263,East Village,"40.72338, -73.98239"
12264,Washington Heights,"40.83901, -73.93943"
12265,Upper East Side,"40.77156, -73.95716"
12266,Chelsea,"40.73783, -73.99383"
12267,Lower East Side,"40.71815, -73.98858"
12268,Chelsea,"40.74322, -73.99547"
12269,East Village,"40.72769, -73.98498"
12270,Financial District,"40.70706, -74.00442"
12271,Lower East Side,"40.71172, -73.98864"
12272,Upper East Side,"40.77799, -73.94935"
12273,Lower East Side,"40.71991, -73.98505"
12274,West Village,"40.73485, -74.00313"
12275,Upper East Side,"40.78428, -73.94872"
12276,Harlem,"40.80542, -73.9455"
12277,Upper West Side,"40.78461, -73.97787"
12278,Chinatown,"40.71424, -73.9968"
12279,Midtown,"40.76704, -73.98153"
12280,Hell's Kitchen,"40.76443, -73.99184"
12281,Hell's Kitchen,"40.76387, -73.99039"
12282,Financial District,"40.7058, -74.01559"
12283,Tribeca,"40.71684, -74.00544"
12284,Harlem,"40.81811, -73.94497"
12285,Chelsea,"40.74437, -74.00007"
12286,East Village,"40.72959, -73.98245"
12287,East Harlem,"40.79844, -73.94048"
12288,Harlem,"40.82088, -73.9523"
12289,Chelsea,"40.73692, -73.99219"
12290,Upper West Side,"40.77338, -73.98887"
12291,Lower East Side,"40.71514, -73.98293"
12292,Washington Heights,"40.83495, -73.94406"
12293,Hell's Kitchen,"40.76197, -73.99308"
12294,Harlem,"40.82253, -73.95525"
12295,Midtown,"40.75357, -73.97313"
12296,Midtown,"40.75404, -73.9671"
12297,East Village,"40.73061, -73.98335"
12298,Harlem,"40.82601, -73.9433"
12299,East Village,"40.7265, -73.99"
12300,Lower East Side,"40.72184, -73.98755"
12301,Battery Park City,"40.70669, -74.0165"
12302,Harlem,"40.80839, -73.94375"
12303,Chelsea,"40.74701, -73.9914"
12304,Upper West Side,"40.80365, -73.96639"
12305,Chelsea,"40.75393, -73.99992"
12306,Upper West Side,"40.78635, -73.97636"
12307,Midtown,"40.75982, -73.96521"
12308,Hell's Kitchen,"40.76601, -73.99167"
12309,Harlem,"40.82863, -73.94358"
12310,West Village,"40.73729, -74.00807"
12311,Upper East Side,"40.7709, -73.95508"
12312,Upper West Side,"40.77425, -73.98122"
12313,SoHo,"40.72362, -74.0053"
12314,East Harlem,"40.79656, -73.94818"
12315,East Village,"40.72634, -73.97625"
12316,Hell's Kitchen,"40.76199, -73.98758"
12317,NoHo,"40.7256, -73.99555"
12318,Harlem,"40.81697, -73.94225"
12319,Hell's Kitchen,"40.76192, -73.9909"
12320,West Village,"40.73186, -74.00329"
12321,East Village,"40.72201, -73.98277"
12322,Upper West Side,"40.78296, -73.97743"
12323,Stuyvesant Town,"40.73182, -73.98158"
12324,Lower East Side,"40.7195, -73.98022"
12325,Midtown,"40.74749, -73.98816"
12326,Hell's Kitchen,"40.76258, -73.98768"
12327,Midtown,"40.75498, -73.96426"
12328,Harlem,"40.80255, -73.95434"
12329,Hell's Kitchen,"40.75292, -73.99487"
12330,Gramercy,"40.73808, -73.98325"
12331,West Village,"40.72912, -74.00298"
12332,Upper East Side,"40.77279, -73.94696"
12333,Harlem,"40.82536, -73.94923"
12334,Harlem,"40.79965, -73.95157"
12335,Harlem,"40.82143, -73.95651"
12336,East Village,"40.72829, -73.98452"
12337,West Village,"40.73738, -74.00012"
12338,Lower East Side,"40.71884, -73.98594"
12339,Upper West Side,"40.78901, -73.98057"
12340,Tribeca,"40.71982, -74.01134"
12341,Harlem,"40.81294, -73.94609"
12342,Upper West Side,"40.78648, -73.9692"
12343,Harlem,"40.82383, -73.94639"
12344,Lower East Side,"40.71646, -73.97656"
12345,West Village,"40.73825, -74.00269"
12346,East Village,"40.73065, -73.9886"
12347,SoHo,"40.72525, -73.99636"
12348,Upper West Side,"40.79153, -73.97174"
12349,Upper East Side,"40.77148, -73.96111"
12350,Chelsea,"40.74655, -74.00134"
12351,Gramercy,"40.73467, -73.98501"
12352,Upper East Side,"40.76684, -73.96203"
12353,Hell's Kitchen,"40.76378, -73.98847"
12354,Murray Hill,"40.74657, -73.97539"
12355,Upper West Side,"40.78572, -73.97036"
12356,Upper West Side,"40.80389, -73.96859"
12357,Midtown,"40.76344, -73.97447"
12358,Midtown,"40.7509, -73.96963"
12359,East Village,"40.72997, -73.9884"
12360,Chelsea,"40.74611, -73.99209"
12361,Harlem,"40.82609, -73.94948"
12362,Hell's Kitchen,"40.76016, -73.98929"
12363,Harlem,"40.82664, -73.94814"
12364,Greenwich Village,"40.73194, -73.99474"
12365,East Harlem,"40.79889, -73.9393"
12366,Financial District,"40.70714, -74.01225"
12367,Upper West Side,"40.7962, -73.96156"
12368,Harlem,"40.83058, -73.9495"
12369,Upper West Side,"40.80144, -73.96409"
12370,Harlem,"40.80449, -73.95687"
12371,Upper West Side,"40.80204, -73.96612"
12372,Chelsea,"40.74821, -74.0018"
12373,Harlem,"40.82913, -73.94484"
12374,Harlem,"40.82505, -73.95294"
12375,Chelsea,"40.74244, -73.99854"
12376,Chinatown,"40.71624, -73.99015"
12377,East Harlem,"40.79535, -73.93274"
12378,Chelsea,"40.74904, -74.00164"
12379,Hell's Kitchen,"40.76211, -73.99873"
12380,Harlem,"40.80446, -73.9455"
12381,Chelsea,"40.74554, -74.00595"
12382,Upper East Side,"40.77252, -73.9556"
12383,Harlem,"40.81266, -73.95152"
12384,Chinatown,"40.71382, -73.99769"
12385,Midtown,"40.74245, -73.9845"
12386,Midtown,"40.75325, -73.97176"
